,Filename,FILES_RECEIPTS,INSTITUTIONCODE,REPORTINGDATE,EDI_RECEIPTS,BSIS_RECEIPTS,BSIS_FINAL_RECEIPTS
736,A1511078310823.xls,903,A151,2023-08-31,903.0,903.0,903.0
737,A1511078310824.xls,982,A151,2024-08-31,982.0,982.0,982.0
738,A1511078311020.xls,984,A151,2020-10-31,984.0,984.0,984.0
739,A1511078311021.xls,1767,A151,2021-10-31,1767.0,1767.0,1767.0
740,A1511078311022.xls,1502,A151,2022-10-31,1502.0,1502.0,1502.0
741,A1511078311023.xls,1115,A151,2023-10-31,1115.0,1115.0,1115.0
742,A1511078311024.xls,1035,A151,2024-10-31,1035.0,1035.0,1035.0
743,A1511078311220.xls,1133,A151,2020-12-31,1133.0,1133.0,1133.0
744,A1511078311221.xls,2113,A151,2021-12-31,2113.0,2113.0,2113.0
745,A1511078311222.xls,1839,A151,2022-12-31,1839.0,1839.0,1839.0
746,A1511078311223.xls,1169,A151,2023-12-31,1169.0,1169.0,1169.0
747,A1511078311224.xls,847,A151,2024-12-31,847.0,847.0,847.0
748,A1521078280221.xls,13,A152,2021-02-28,12.0,12.0,12.0
749,A1521078280222.xls,10,A152,2022-02-28,10.0,10.0,10.0
750,A1521078280223.xls,17,A152,2023-02-28,17.0,17.0,17.0
751,A1521078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
752,A1521078290224.xls,17,A152,2024-02-29,12.0,12.0,12.0
753,A1521078300420.xls,11,A152,2020-04-30,11.0,11.0,11.0
754,A1521078300421.xls,5,A152,2021-04-30,5.0,5.0,5.0
755,A1521078300422.xls,5,A152,2022-04-30,5.0,5.0,5.0
756,A1521078300423.xls,8,A152,2023-04-30,8.0,8.0,8.0
757,A1521078300424.xls,20,A152,2024-04-30,8.0,8.0,8.0
758,A1521078300620.xls,5,A152,2020-06-30,,,
759,A1521078300621.xls,19,A152,2021-06-30,12.0,12.0,12.0
760,A1521078300622.xls,13,A152,2022-06-30,13.0,13.0,13.0
761,A1521078300623.xls,24,A152,2023-06-30,24.0,24.0,24.0
762,A1521078300624.xls,10,A152,2024-06-30,18.0,18.0,18.0
763,A1521078300920.xls,16,A152,2020-09-30,15.0,15.0,15.0
764,A1521078300921.xls,19,A152,2021-09-30,12.0,12.0,12.0
765,A1521078300922.xls,12,A152,2022-09-30,12.0,12.0,12.0
766,A1521078300923.xls,18,A152,2023-09-30,18.0,18.0,18.0
767,A1521078300924.xls,13,A152,2024-09-30,13.0,13.0,13.0
768,A1521078301120.xls,12,A152,2020-11-30,11.0,11.0,11.0
769,A1521078301121.xls,11,A152,2021-11-30,11.0,11.0,11.0
770,A1521078301122.xls,10,A152,2022-11-30,10.0,10.0,10.0
771,A1521078301123.xls,21,A152,2023-11-30,21.0,21.0,21.0
772,A1521078301124.xls,8,A152,2024-11-30,8.0,8.0,8.0
773,A1521078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
774,A1521078310121.xls,5,A152,2021-01-31,4.0,4.0,4.0
775,A1521078310122.xls,12,A152,2022-01-31,12.0,12.0,12.0
776,A1521078310123.xls,8,A152,2023-01-31,8.0,8.0,8.0
777,A1521078310124.xls,12,A152,2024-01-31,32.0,20.0,20.0
778,A1521078310320.xls,17,A152,2020-03-31,17.0,17.0,17.0
779,A1521078310321.xls,5,A152,2021-03-31,5.0,5.0,5.0
780,A1521078310322.xls,13,A152,2022-03-31,13.0,13.0,13.0
781,A1521078310323.xls,15,A152,2023-03-31,15.0,15.0,15.0
782,A1521078310324.xls,15,A152,2024-03-31,17.0,17.0,17.0
783,A1521078310520.xls,11,A152,2020-05-31,,,
784,A1521078310521.xls,12,A152,2021-05-31,12.0,12.0,12.0
785,A1521078310522.xls,16,A152,2022-05-31,16.0,16.0,16.0
786,A1521078310523.xls,19,A152,2023-05-31,19.0,19.0,19.0
787,A1521078310524.xls,14,A152,2024-05-31,8.0,8.0,8.0
788,A1521078310720.xls,11,A152,2020-07-31,11.0,11.0,11.0
789,A1521078310721.xls,8,A152,2021-07-31,8.0,8.0,8.0
790,A1521078310722.xls,19,A152,2022-07-31,19.0,19.0,19.0
791,A1521078310723.xls,24,A152,2023-07-31,24.0,24.0,24.0
792,A1521078310724.xls,11,A152,2024-07-31,11.0,11.0,11.0
793,A1521078310820.xls,15,A152,2020-08-31,15.0,15.0,15.0
794,A1521078310821.xls,16,A152,2021-08-31,12.0,12.0,12.0
795,A1521078310822.xls,21,A152,2022-08-31,21.0,21.0,21.0
796,A1521078310823.xls,17,A152,2023-08-31,17.0,17.0,17.0
797,A1521078310824.xls,12,A152,2024-08-31,12.0,12.0,12.0
798,A1521078311020.xls,11,A152,2020-10-31,10.0,10.0,10.0
799,A1521078311021.xls,9,A152,2021-10-31,9.0,9.0,9.0
800,A1521078311022.xls,10,A152,2022-10-31,10.0,10.0,10.0
801,A1521078311023.xls,23,A152,2023-10-31,23.0,23.0,23.0
802,A1521078311024.xls,3,A152,2024-10-31,3.0,3.0,3.0
803,A1521078311220.xls,15,A152,2020-12-31,11.0,11.0,11.0
804,A1521078311221.xls,19,A152,2021-12-31,19.0,19.0,19.0
805,A1521078311222.xls,10,A152,2022-12-31,10.0,10.0,10.0
806,A1521078311223.xls,17,A152,2023-12-31,17.0,17.0,17.0
807,A1521078311224.xls,24,A152,2024-12-31,24.0,24.0,24.0
808,A1551078280221.xls,143,A155,2021-02-28,143.0,143.0,143.0
809,A1551078280222.xls,128,A155,2022-02-28,128.0,128.0,128.0
810,A1551078280223.xls,177,A155,2023-02-28,177.0,177.0,177.0
811,A1551078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
812,A1551078290224.xls,260,A155,2024-02-29,665.0,665.0,665.0
813,A1551078300420.xls,98,A155,2020-04-30,97.0,97.0,97.0
814,A1551078300421.xls,122,A155,2021-04-30,122.0,122.0,122.0
815,A1551078300422.xls,159,A155,2022-04-30,159.0,159.0,159.0
816,A1551078300423.xls,194,A155,2023-04-30,194.0,194.0,194.0
817,A1551078300424.xls,311,A155,2024-04-30,739.0,739.0,739.0
818,A1551078300620.xls,106,A155,2020-06-30,15.0,15.0,15.0
819,A1551078300621.xls,193,A155,2021-06-30,193.0,193.0,193.0
820,A1551078300622.xls,195,A155,2022-06-30,195.0,195.0,195.0
821,A1551078300623.xls,229,A155,2023-06-30,229.0,229.0,229.0
822,A1551078300624.xls,345,A155,2024-06-30,538.0,538.0,538.0
823,A1551078300920.xls,123,A155,2020-09-30,122.0,122.0,122.0
824,A1551078300921.xls,179,A155,2021-09-30,179.0,179.0,179.0
825,A1551078300922.xls,197,A155,2022-09-30,197.0,197.0,197.0
826,A1551078300923.xls,304,A155,2023-09-30,304.0,304.0,304.0
827,A1551078300924.xls,335,A155,2024-09-30,335.0,335.0,335.0
828,A1551078301120.xls,107,A155,2020-11-30,106.0,106.0,106.0
829,A1551078301121.xls,138,A155,2021-11-30,138.0,138.0,138.0
830,A1551078301122.xls,193,A155,2022-11-30,193.0,193.0,193.0
831,A1551078301123.xls,293,A155,2023-11-30,293.0,293.0,293.0
832,A1551078301124.xls,316,A155,2024-11-30,316.0,316.0,316.0
833,A1551078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
834,A1551078310121.xls,113,A155,2021-01-31,113.0,113.0,113.0
835,A1551078310122.xls,179,A155,2022-01-31,179.0,179.0,179.0
836,A1551078310123.xls,185,A155,2023-01-31,185.0,185.0,185.0
837,A1551078310124.xls,277,A155,2024-01-31,910.0,633.0,633.0
838,A1551078310320.xls,120,A155,2020-03-31,120.0,120.0,120.0
839,A1551078310321.xls,147,A155,2021-03-31,147.0,147.0,147.0
840,A1551078310322.xls,146,A155,2022-03-31,146.0,146.0,146.0
841,A1551078310323.xls,207,A155,2023-03-31,207.0,207.0,207.0
842,A1551078310324.xls,679,A155,2024-03-31,679.0,679.0,679.0
843,A1551078310520.xls,92,A155,2020-05-31,,,
844,A1551078310521.xls,108,A155,2021-05-31,108.0,108.0,108.0
845,A1551078310522.xls,173,A155,2022-05-31,173.0,173.0,173.0
846,A1551078310523.xls,215,A155,2023-05-31,215.0,215.0,215.0
847,A1551078310524.xls,313,A155,2024-05-31,638.0,638.0,638.0
848,A1551078310720.xls,114,A155,2020-07-31,113.0,113.0,113.0
849,A1551078310721.xls,179,A155,2021-07-31,179.0,179.0,179.0
850,A1551078310722.xls,1,A155,2022-07-31,,,
851,A1551078310723.xls,298,A155,2023-07-31,298.0,298.0,298.0
852,A1551078310724.xls,386,A155,2024-07-31,386.0,386.0,386.0
853,A1551078310820.xls,113,A155,2020-08-31,112.0,112.0,112.0
854,A1551078310821.xls,167,A155,2021-08-31,167.0,167.0,167.0
855,A1551078310822.xls,207,A155,2022-08-31,207.0,207.0,207.0
856,A1551078310823.xls,345,A155,2023-08-31,345.0,345.0,345.0
857,A1551078310824.xls,316,A155,2024-08-31,316.0,316.0,316.0
858,A1551078311020.xls,108,A155,2020-10-31,107.0,107.0,107.0
859,A1551078311021.xls,152,A155,2021-10-31,152.0,152.0,152.0
860,A1551078311022.xls,190,A155,2022-10-31,190.0,190.0,190.0
861,A1551078311023.xls,302,A155,2023-10-31,302.0,302.0,302.0
862,A1551078311024.xls,340,A155,2024-10-31,340.0,340.0,340.0
863,A1551078311220.xls,143,A155,2020-12-31,142.0,142.0,142.0
864,A1551078311221.xls,194,A155,2021-12-31,194.0,194.0,194.0
865,A1551078311222.xls,193,A155,2022-12-31,193.0,193.0,193.0
866,A1551078311223.xls,266,A155,2023-12-31,266.0,266.0,266.0
867,A1551078311224.xls,314,A155,2024-12-31,314.0,314.0,314.0
868,A1581078280221.xls,1498,A158,2021-02-28,1.0,1.0,1.0
869,A1581078280222.xls,2632,A158,2022-02-28,2632.0,2632.0,2632.0
870,A1581078280223.xls,2934,A158,2023-02-28,2934.0,2934.0,2934.0
871,A1581078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
872,A1581078290224.xls,3123,A158,2024-02-29,1.0,1.0,1.0
873,A1581078300420.xls,1502,A158,2020-04-30,1502.0,1502.0,1502.0
874,A1581078300421.xls,2028,A158,2021-04-30,2028.0,2028.0,2028.0
875,A1581078300422.xls,2515,A158,2022-04-30,1.0,1.0,1.0
876,A1581078300423.xls,2563,A158,2023-04-30,2563.0,2563.0,2563.0
877,A1581078300424.xls,2815,A158,2024-04-30,1551.0,1551.0,1551.0
878,A1581078300619.xls,1471,A158,2019-06-30,1471.0,1471.0,1471.0
879,A1581078300620.xls,1667,A158,2020-06-30,1667.0,1667.0,1667.0
880,A1581078300621.xls,2380,A158,2021-06-30,2380.0,2380.0,2380.0
881,A1581078300622.xls,3449,A158,2022-06-30,2765.0,2765.0,2765.0
882,A1581078300623.xls,2964,A158,2023-06-30,2964.0,2964.0,2964.0
883,A1581078300624.xls,3314,A158,2024-06-30,1483.0,1483.0,1483.0
884,A1581078300920.xls,1760,A158,2020-09-30,1760.0,1760.0,1760.0
885,A1581078300921.xls,2614,A158,2021-09-30,2614.0,2614.0,2614.0
886,A1581078300922.xls,3355,A158,2022-09-30,3355.0,3355.0,3355.0
887,A1581078300923.xls,3447,A158,2023-09-30,1.0,1.0,1.0
888,A1581078300924.xls,3231,A158,2024-09-30,3231.0,3231.0,3231.0
889,A1581078301119.xls,2592,A158,2019-11-30,2592.0,2592.0,2592.0
890,A1581078301120.xls,2023,A158,2020-11-30,2023.0,2023.0,2023.0
891,A1581078301121.xls,0,A158,2021-11-30,2816.0,2816.0,2816.0
892,A1581078301122.xls,3170,A158,2022-11-30,3170.0,3170.0,3170.0
893,A1581078301123.xls,3475,A158,2023-11-30,1.0,1.0,1.0
894,A1581078301124.xls,3426,A158,2024-11-30,3426.0,3426.0,3426.0
895,A1581078310120.xls,2903,A158,2020-01-31,2903.0,2903.0,2903.0
896,A1581078310121.xls,0,A158,2021-01-31,1.0,1.0,1.0
897,A1581078310122.xls,2598,A158,2022-01-31,2598.0,2598.0,2598.0
898,A1581078310123.xls,3112,A158,2023-01-31,3112.0,3112.0,3112.0
899,A1581078310124.xls,3439,A158,2024-01-31,4983.0,3439.0,1544.0
900,A1581078310320.xls,150,A158,2020-03-31,150.0,150.0,150.0
901,A1581078310321.xls,1860,A158,2021-03-31,1860.0,1860.0,1860.0
902,A1581078310322.xls,2909,A158,2022-03-31,2909.0,2909.0,2909.0
903,A1581078310323.xls,3281,A158,2023-03-31,3281.0,3281.0,3281.0
904,A1581078310324.xls,3228,A158,2024-03-31,1.0,1.0,1.0
905,A1581078310520.xls,1471,A158,2020-05-31,1001.0,1001.0,1001.0
906,A1581078310521.xls,1993,A158,2021-05-31,1993.0,1993.0,1993.0
907,A1581078310522.xls,2765,A158,2022-05-31,2765.0,2765.0,2765.0
908,A1581078310523.xls,2983,A158,2023-05-31,2983.0,2983.0,2983.0
909,A1581078310524.xls,3704,A158,2024-05-31,1668.0,1668.0,1668.0
910,A1581078310719.xls,3117,A158,2019-07-31,3117.0,3117.0,3117.0
911,A1581078310720.xls,1662,A158,2020-07-31,1662.0,1662.0,1662.0
912,A1581078310721.xls,2426,A158,2021-07-31,1.0,1.0,1.0
913,A1581078310722.xls,3350,A158,2022-07-31,1.0,1.0,1.0
914,A1581078310723.xls,3565,A158,2023-07-31,3565.0,3565.0,3565.0
915,A1581078310724.xls,3016,A158,2024-07-31,3016.0,3016.0,3016.0
916,A1581078310819.xls,2813,A158,2019-08-31,2813.0,2813.0,2813.0
917,A1581078310820.xls,1573,A158,2020-08-31,1573.0,1573.0,1573.0
918,A1581078310821.xls,2607,A158,2021-08-31,1.0,1.0,1.0
919,A1581078310822.xls,3601,A158,2022-08-31,3601.0,3601.0,3601.0
920,A1581078310823.xls,3614,A158,2023-08-31,3614.0,3614.0,3614.0
921,A1581078310824.xls,3673,A158,2024-08-31,3673.0,3673.0,3673.0
922,A1581078311020.xls,1976,A158,2020-10-31,1976.0,1976.0,1976.0
923,A1581078311021.xls,2616,A158,2021-10-31,1.0,1.0,1.0
924,A1581078311022.xls,3334,A158,2022-10-31,3334.0,3334.0,3334.0
925,A1581078311023.xls,3591,A158,2023-10-31,1.0,1.0,1.0
926,A1581078311024.xls,3496,A158,2024-10-31,3496.0,3496.0,3496.0
927,A1581078311219.xls,2892,A158,2019-12-31,2892.0,2892.0,2892.0
928,A1581078311220.xls,2474,A158,2020-12-31,2439.0,2439.0,2439.0
929,A1581078311221.xls,0,A158,2021-12-31,2948.0,2948.0,2948.0
930,A1581078311222.xls,3370,A158,2022-12-31,3370.0,3370.0,3370.0
931,A1581078311223.xls,3289,A158,2023-12-31,1.0,1.0,1.0
932,A1581078311224.xls,3733,A158,2024-12-31,3733.0,3733.0,3733.0
933,A1591078280223.xls,1,A159,2023-02-28,,,
934,A1591078290224.xls,1,A159,2024-02-29,,,
935,A1591078300423.xls,1,A159,2023-04-30,,,
936,A1591078300623.xls,1,A159,2023-06-30,,,
937,A1591078300922.xls,1,A159,2022-09-30,,,
938,A1591078301122.xls,1,A159,2022-11-30,,,
939,A1591078310124.xls,1,A159,2024-01-31,,,
940,A1591078310323.xls,1,A159,2023-03-31,,,
941,A1591078310723.xls,1,A159,2023-07-31,,,
942,A1591078310822.xls,1,A159,2022-08-31,,,
943,A1591078310823.xls,1,A159,2023-08-31,,,
944,A1591078311022.xls,1,A159,2022-10-31,,,
945,A1591078311222.xls,1,A159,2022-12-31,,,
946,A1601078280221.xls,1,A160,2021-02-28,,,
947,A1601078280222.xls,1,A160,2022-02-28,,,
948,A1601078280223.xls,1,A160,2023-02-28,,,
949,A1601078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
950,A1601078290224.xls,1,A160,2024-02-29,17.0,17.0,17.0
951,A1601078300420.xls,1,A160,2020-04-30,,,
952,A1601078300421.xls,1,A160,2021-04-30,,,
953,A1601078300422.xls,1,A160,2022-04-30,,,
954,A1601078300423.xls,1,A160,2023-04-30,,,
955,A1601078300424.xls,1,A160,2024-04-30,10.0,10.0,
956,A1601078300620.xls,1,A160,2020-06-30,,,
957,A1601078300621.xls,1,A160,2021-06-30,,,
958,A1601078300622.xls,1,A160,2022-06-30,,,
959,A1601078300623.xls,1,A160,2023-06-30,,,
960,A1601078300624.xls,1,A160,2024-06-30,33.0,33.0,33.0
961,A1601078300920.xls,1,A160,2020-09-30,,,
962,A1601078300921.xls,1,A160,2021-09-30,,,
963,A1601078300922.xls,1,A160,2022-09-30,,,
964,A1601078300923.xls,1,A160,2023-09-30,,,
965,A1601078300924.xls,1,A160,2024-09-30,,,
966,A1601078301120.xls,1,A160,2020-11-30,,,
967,A1601078301121.xls,1,A160,2021-11-30,,,
968,A1601078301122.xls,1,A160,2022-11-30,,,
969,A1601078301123.xls,1,A160,2023-11-30,,,
970,A1601078301124.xls,1,A160,2024-11-30,,,
971,A1601078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
972,A1601078310121.xls,1,A160,2021-01-31,,,
973,A1601078310122.xls,1,A160,2022-01-31,,,
974,A1601078310123.xls,1,A160,2023-01-31,,,
975,A1601078310124.xls,1,A160,2024-01-31,16.0,16.0,16.0
976,A1601078310320.xls,1,A160,2020-03-31,,,
977,A1601078310321.xls,1,A160,2021-03-31,,,
978,A1601078310322.xls,1,A160,2022-03-31,,,
979,A1601078310323.xls,1,A160,2023-03-31,,,
980,A1601078310324.xls,1,A160,2024-03-31,11.0,11.0,
981,A1601078310520.xls,1,A160,2020-05-31,,,
982,A1601078310521.xls,1,A160,2021-05-31,,,
983,A1601078310522.xls,1,A160,2022-05-31,,,
984,A1601078310523.xls,1,A160,2023-05-31,,,
985,A1601078310524.xls,1,A160,2024-05-31,24.0,24.0,
986,A1601078310720.xls,1,A160,2020-07-31,,,
987,A1601078310721.xls,1,A160,2021-07-31,,,
988,A1601078310722.xls,1,A160,2022-07-31,,,
989,A1601078310723.xls,1,A160,2023-07-31,,,
990,A1601078310724.xls,1,A160,2024-07-31,,,
991,A1601078310820.xls,1,A160,2020-08-31,,,
992,A1601078310821.xls,1,A160,2021-08-31,,,
993,A1601078310822.xls,1,A160,2022-08-31,,,
994,A1601078310823.xls,1,A160,2023-08-31,,,
995,A1601078310824.xls,1,A160,2024-08-31,,,
996,A1601078311020.xls,1,A160,2020-10-31,,,
997,A1601078311021.xls,1,A160,2021-10-31,,,
998,A1601078311022.xls,1,A160,2022-10-31,,,
999,A1601078311023.xls,1,A160,2023-10-31,,,
1000,A1601078311024.xls,1,A160,2024-10-31,,,
1001,A1601078311220.xls,1,A160,2020-12-31,,,
1002,A1601078311221.xls,1,A160,2021-12-31,,,
1003,A1601078311222.xls,1,A160,2022-12-31,,,
1004,A1601078311223.xls,1,A160,2023-12-31,,,
1005,A1621078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1006,A1621078300420.xls,111,A162,2020-04-30,111.0,111.0,111.0
1007,A1621078300620.xls,103,A162,2020-06-30,63.0,63.0,63.0
1008,A1621078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1009,A1621078310320.xls,114,A162,2020-03-31,114.0,114.0,114.0
1010,A1621078310520.xls,109,A162,2020-05-31,74.0,74.0,74.0
1011,A1631078280221.xls,56,A163,2021-02-28,56.0,56.0,56.0
1012,A1631078280222.xls,43,A163,2022-02-28,29.0,29.0,29.0
1013,A1631078280223.xls,32,A163,2023-02-28,32.0,32.0,32.0
1014,A1631078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1015,A1631078290224.xls,33,A163,2024-02-29,28.0,28.0,28.0
1016,A1631078300420.xls,50,A163,2020-04-30,50.0,50.0,50.0
1017,A1631078300421.xls,63,A163,2021-04-30,63.0,63.0,63.0
1018,A1631078300422.xls,35,A163,2022-04-30,18.0,18.0,18.0
1019,A1631078300423.xls,35,A163,2023-04-30,35.0,35.0,35.0
1020,A1631078300424.xls,46,A163,2024-04-30,38.0,38.0,38.0
1021,A1631078300620.xls,41,A163,2020-06-30,14.0,14.0,14.0
1022,A1631078300621.xls,61,A163,2021-06-30,61.0,61.0,61.0
1023,A1631078300622.xls,50,A163,2022-06-30,37.0,37.0,37.0
1024,A1631078300623.xls,26,A163,2023-06-30,26.0,26.0,26.0
1025,A1631078300624.xls,46,A163,2024-06-30,44.0,44.0,44.0
1026,A1631078300920.xls,52,A163,2020-09-30,52.0,52.0,52.0
1027,A1631078300921.xls,77,A163,2021-09-30,77.0,77.0,77.0
1028,A1631078300922.xls,30,A163,2022-09-30,30.0,30.0,30.0
1029,A1631078300923.xls,42,A163,2023-09-30,42.0,42.0,42.0
1030,A1631078300924.xls,35,A163,2024-09-30,35.0,35.0,35.0
1031,A1631078301120.xls,60,A163,2020-11-30,60.0,60.0,60.0
1032,A1631078301121.xls,50,A163,2021-11-30,47.0,47.0,47.0
1033,A1631078301122.xls,45,A163,2022-11-30,45.0,45.0,45.0
1034,A1631078301123.xls,43,A163,2023-11-30,21.0,21.0,21.0
1035,A1631078301124.xls,54,A163,2024-11-30,54.0,54.0,54.0
1036,A1631078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1037,A1631078310121.xls,68,A163,2021-01-31,68.0,68.0,68.0
1038,A1631078310122.xls,43,A163,2022-01-31,29.0,29.0,29.0
1039,A1631078310123.xls,32,A163,2023-01-31,32.0,32.0,32.0
1040,A1631078310124.xls,47,A163,2024-01-31,75.0,47.0,28.0
1041,A1631078310320.xls,47,A163,2020-03-31,47.0,47.0,47.0
1042,A1631078310321.xls,63,A163,2021-03-31,63.0,63.0,63.0
1043,A1631078310322.xls,47,A163,2022-03-31,27.0,27.0,27.0
1044,A1631078310323.xls,30,A163,2023-03-31,30.0,30.0,30.0
1045,A1631078310324.xls,44,A163,2024-03-31,28.0,28.0,28.0
1046,A1631078310520.xls,43,A163,2020-05-31,11.0,11.0,11.0
1047,A1631078310521.xls,49,A163,2021-05-31,49.0,49.0,49.0
1048,A1631078310522.xls,43,A163,2022-05-31,43.0,43.0,43.0
1049,A1631078310523.xls,30,A163,2023-05-31,30.0,30.0,30.0
1050,A1631078310524.xls,47,A163,2024-05-31,35.0,35.0,35.0
1051,A1631078310720.xls,59,A163,2020-07-31,59.0,59.0,59.0
1052,A1631078310721.xls,90,A163,2021-07-31,90.0,90.0,90.0
1053,A1631078310722.xls,39,A163,2022-07-31,24.0,24.0,24.0
1054,A1631078310723.xls,30,A163,2023-07-31,30.0,30.0,30.0
1055,A1631078310724.xls,39,A163,2024-07-31,20.0,20.0,20.0
1056,A1631078310820.xls,73,A163,2020-08-31,73.0,73.0,73.0
1057,A1631078310821.xls,82,A163,2021-08-31,82.0,82.0,82.0
1058,A1631078310822.xls,34,A163,2022-08-31,34.0,34.0,34.0
1059,A1631078310823.xls,43,A163,2023-08-31,43.0,43.0,43.0
1060,A1631078310824.xls,68,A163,2024-08-31,68.0,68.0,68.0
1061,A1631078311020.xls,55,A163,2020-10-31,55.0,55.0,55.0
1062,A1631078311021.xls,50,A163,2021-10-31,50.0,50.0,50.0
1063,A1631078311022.xls,26,A163,2022-10-31,26.0,26.0,26.0
1064,A1631078311023.xls,36,A163,2023-10-31,34.0,34.0,34.0
1065,A1631078311024.xls,57,A163,2024-10-31,57.0,57.0,57.0
1066,A1631078311220.xls,71,A163,2020-12-31,71.0,71.0,71.0
1067,A1631078311221.xls,42,A163,2021-12-31,26.0,26.0,26.0
1068,A1631078311222.xls,31,A163,2022-12-31,31.0,31.0,31.0
1069,A1631078311223.xls,50,A163,2023-12-31,49.0,49.0,49.0
1070,A1631078311224.xls,55,A163,2024-12-31,55.0,55.0,55.0
1071,A1671078280221.xls,12,A167,2021-02-28,10.0,10.0,10.0
1072,A1671078280222.xls,12,A167,2022-02-28,12.0,12.0,12.0
1073,A1671078280223.xls,13,A167,2023-02-28,13.0,13.0,13.0
1074,A1671078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1075,A1671078290224.xls,13,A167,2024-02-29,8.0,8.0,8.0
1076,A1671078300420.xls,13,A167,2020-04-30,13.0,13.0,13.0
1077,A1671078300421.xls,10,A167,2021-04-30,10.0,10.0,10.0
1078,A1671078300422.xls,10,A167,2022-04-30,10.0,10.0,10.0
1079,A1671078300423.xls,10,A167,2023-04-30,10.0,10.0,10.0
1080,A1671078300424.xls,13,A167,2024-04-30,8.0,8.0,8.0
1081,A1671078300620.xls,10,A167,2020-06-30,6.0,6.0,6.0
1082,A1671078300621.xls,12,A167,2021-06-30,12.0,12.0,12.0
1083,A1671078300622.xls,12,A167,2022-06-30,12.0,12.0,12.0
1084,A1671078300623.xls,12,A167,2023-06-30,12.0,12.0,12.0
1085,A1671078300624.xls,13,A167,2024-06-30,8.0,8.0,8.0
1086,A1671078300920.xls,13,A167,2020-09-30,10.0,10.0,10.0
1087,A1671078300921.xls,10,A167,2021-09-30,10.0,10.0,10.0
1088,A1671078300922.xls,13,A167,2022-09-30,13.0,13.0,13.0
1089,A1671078300923.xls,12,A167,2023-09-30,12.0,12.0,12.0
1090,A1671078300924.xls,13,A167,2024-09-30,13.0,13.0,13.0
1091,A1671078301120.xls,12,A167,2020-11-30,10.0,10.0,10.0
1092,A1671078301121.xls,12,A167,2021-11-30,12.0,12.0,12.0
1093,A1671078301122.xls,13,A167,2022-11-30,13.0,13.0,13.0
1094,A1671078301123.xls,12,A167,2023-11-30,12.0,12.0,12.0
1095,A1671078301124.xls,12,A167,2024-11-30,12.0,12.0,12.0
1096,A1671078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1097,A1671078310121.xls,10,A167,2021-01-31,10.0,10.0,10.0
1098,A1671078310122.xls,12,A167,2022-01-31,12.0,12.0,12.0
1099,A1671078310123.xls,12,A167,2023-01-31,12.0,12.0,12.0
1100,A1671078310124.xls,12,A167,2024-01-31,20.0,12.0,8.0
1101,A1671078310320.xls,14,A167,2020-03-31,14.0,14.0,14.0
1102,A1671078310321.xls,10,A167,2021-03-31,10.0,10.0,10.0
1103,A1671078310322.xls,12,A167,2022-03-31,12.0,12.0,12.0
1104,A1671078310323.xls,14,A167,2023-03-31,14.0,14.0,14.0
1105,A1671078310324.xls,12,A167,2024-03-31,8.0,8.0,8.0
1106,A1671078310520.xls,10,A167,2020-05-31,6.0,6.0,6.0
1107,A1671078310521.xls,12,A167,2021-05-31,12.0,12.0,12.0
1108,A1671078310522.xls,12,A167,2022-05-31,12.0,12.0,12.0
1109,A1671078310523.xls,12,A167,2023-05-31,12.0,12.0,12.0
1110,A1671078310524.xls,12,A167,2024-05-31,8.0,8.0,8.0
1111,A1671078310720.xls,10,A167,2020-07-31,10.0,10.0,10.0
1112,A1671078310721.xls,12,A167,2021-07-31,12.0,12.0,12.0
1113,A1671078310722.xls,12,A167,2022-07-31,12.0,12.0,12.0
1114,A1671078310723.xls,10,A167,2023-07-31,10.0,10.0,10.0
1115,A1671078310724.xls,13,A167,2024-07-31,13.0,13.0,13.0
1116,A1671078310820.xls,13,A167,2020-08-31,10.0,10.0,10.0
1117,A1671078310821.xls,10,A167,2021-08-31,10.0,10.0,10.0
1118,A1671078310822.xls,12,A167,2022-08-31,12.0,12.0,12.0
1119,A1671078310823.xls,12,A167,2023-08-31,12.0,12.0,12.0
1120,A1671078310824.xls,13,A167,2024-08-31,13.0,13.0,13.0
