,INSTITUTIONCODE,REPORTINGDATE,DESCRIPTIONNO,PARTICULARS,AMOUNT
28457,M194,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28458,M194,2024-06-30,21,     (d) Accrued Interest on Loans ,4732809.25
28459,M194,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,570857.81
28460,M194,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",5005740.0
28461,M194,2024-06-30,24,"    (a) Property, Plant and Equipment",21463750.0
28462,M194,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),16458010.0
28463,M194,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
28464,M194,2024-06-30,27,    (a) Receivables,0.0
28465,M194,2024-06-30,28,    (b) Prepaid Expenses,0.0
28466,M194,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28467,M194,2024-06-30,30,    (d )Intangible Assets,0.0
28468,M194,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28469,M194,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28470,M194,2024-06-30,33,7. TOTAL ASSETS ,85872292.13
28471,M194,2024-06-30,34,8. LIABILITIES,0.0
28472,M194,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
28473,M194,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28474,M194,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28475,M194,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28476,M194,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28477,M194,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28478,M194,2024-06-30,41,          (v) Other Borrowings,0.0
28479,M194,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
28480,M194,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28481,M194,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28482,M194,2024-06-30,45,           (iii) Other Borrowings,0.0
28483,M194,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28484,M194,2024-06-30,47,11.TAX PAYABLES,0.0
28485,M194,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28486,M194,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,3519859.11
28487,M194,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),3519859.11
28488,M194,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),82352433.02
28489,M194,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,80000000.0
28490,M194,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28491,M194,2024-06-30,54,    (c) Capital Grants,0.0
28492,M194,2024-06-30,55, (d) Donations,0.0
28493,M194,2024-06-30,56,    (e) Share Premium,0.0
28494,M194,2024-06-30,57,    (f) General Reserves,0.0
28495,M194,2024-06-30,58,    (g) Retained Earnings,163817.74
28496,M194,2024-06-30,59,    (h) Profit/Loss,2188615.28
28497,M194,2024-06-30,60,    (i) Other Reserves,0.0
28498,M194,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),85872292.13
28499,M824,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28500,M824,2024-06-30,15,    (a) Equity Investment,0.0
28501,M824,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28502,M824,2024-06-30,17,4. LOANS - NET (sum a:d less e),34624000.0
28503,M824,2024-06-30,18,     (a) Loans to Clients,34624000.0
28504,M824,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28505,M824,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28506,M824,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
28507,M824,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
28508,M824,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",1200000.0
28509,M824,2024-06-30,24,"    (a) Property, Plant and Equipment",5000000.0
28510,M824,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),3800000.0
28511,M824,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
28512,M824,2024-06-30,27,    (a) Receivables,0.0
28513,M824,2024-06-30,28,    (b) Prepaid Expenses,0.0
28514,M824,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28515,M824,2024-06-30,30,    (d )Intangible Assets,0.0
28516,M824,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28517,M824,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28518,M824,2024-06-30,33,7. TOTAL ASSETS ,35824000.0
28519,M824,2024-06-30,34,8. LIABILITIES,0.0
28520,M824,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
28521,M824,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28522,M824,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28523,M824,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28524,M824,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28525,M824,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28526,M824,2024-06-30,41,          (v) Other Borrowings,0.0
28527,M824,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
28528,M824,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28529,M824,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28530,M824,2024-06-30,45,           (iii) Other Borrowings,0.0
28531,M824,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28532,M824,2024-06-30,47,11.TAX PAYABLES,0.0
28533,M824,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28534,M824,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
28535,M824,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
28536,M824,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),35824000.0
28537,M824,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,35000000.0
28538,M824,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28539,M824,2024-06-30,54,    (c) Capital Grants,0.0
28540,M824,2024-06-30,55, (d) Donations,0.0
28541,M824,2024-06-30,56,    (e) Share Premium,0.0
28542,M824,2024-06-30,57,    (f) General Reserves,0.0
28543,M824,2024-06-30,58,    (g) Retained Earnings,0.0
28544,M824,2024-06-30,59,    (h) Profit/Loss,274000.0
28545,M824,2024-06-30,60,    (i) Other Reserves,550000.0
28546,M824,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),35824000.0
28547,M824,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28548,MA74,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),2961000.0
28549,MA74,2024-06-30,2,    (a) Cash in Hand,2961000.0
28550,MA74,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
28551,MA74,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
28552,MA74,2024-06-30,5,(ii) Agent-Banking Balances,0.0
28553,MA74,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
28554,MA74,2024-06-30,7,    (d) MNOs Float  Balances,0.0
28555,MA74,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
28556,MA74,2024-06-30,9,    (a )Treasury Bills,0.0
28557,MA74,2024-06-30,10,    (b) Other Government Securities,0.0
28558,MA74,2024-06-30,11,    (c) Private Securities,0.0
28559,MA74,2024-06-30,12,    (d) Others,0.0
28560,MA74,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28561,MA74,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28562,MA74,2024-06-30,15,    (a) Equity Investment,0.0
28563,MA74,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28564,MA74,2024-06-30,17,4. LOANS - NET (sum a:d less e),28973340.0
28565,MA74,2024-06-30,18,     (a) Loans to Clients,29266000.0
28566,MA74,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28567,MA74,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28568,MA74,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
28569,MA74,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,292660.0
28570,MA74,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",607664.0
28571,MA74,2024-06-30,24,"    (a) Property, Plant and Equipment",627266.0
28572,MA74,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),19602.0
28573,MA74,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
28574,MA74,2024-06-30,27,    (a) Receivables,0.0
28575,MA74,2024-06-30,28,    (b) Prepaid Expenses,0.0
28576,MA74,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28577,MA74,2024-06-30,30,    (d )Intangible Assets,0.0
28578,MA74,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28579,MA74,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28580,MA74,2024-06-30,33,7. TOTAL ASSETS ,32542004.0
28581,MA74,2024-06-30,34,8. LIABILITIES,0.0
28582,MA74,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
28583,MA74,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28584,MA74,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28585,MA74,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28586,MA74,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28587,MA74,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28588,MA74,2024-06-30,41,          (v) Other Borrowings,0.0
28589,MA74,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
28590,MA74,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28591,MA74,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28592,MA74,2024-06-30,45,           (iii) Other Borrowings,0.0
28593,MA74,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28594,MA74,2024-06-30,47,11.TAX PAYABLES,0.0
28595,MA74,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28596,MA74,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
28597,MA74,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
28598,MA74,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),32542004.0
28599,MA74,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,32542004.0
28600,MA74,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28601,MA74,2024-06-30,54,    (c) Capital Grants,0.0
28602,MA74,2024-06-30,55, (d) Donations,0.0
28603,M005,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),39367811.43
28604,MA74,2024-06-30,56,    (e) Share Premium,0.0
28605,MA74,2024-06-30,57,    (f) General Reserves,0.0
28606,M005,2024-06-30,2,    (a) Cash in Hand,298800.0
28607,M005,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),39069011.43
28608,M005,2024-06-30,4,(i) Non-Agent Banking  Balances,34473175.37
28609,M005,2024-06-30,5,(ii) Agent-Banking Balances,4595836.06
28610,M005,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
28611,M005,2024-06-30,7,    (d) MNOs Float  Balances,0.0
28612,M005,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
28613,M005,2024-06-30,9,    (a )Treasury Bills,0.0
28614,M005,2024-06-30,10,    (b) Other Government Securities,0.0
28615,M005,2024-06-30,11,    (c) Private Securities,0.0
28616,M005,2024-06-30,12,    (d) Others,0.0
28617,M005,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28618,M005,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28619,M005,2024-06-30,15,    (a) Equity Investment,0.0
28620,M005,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28621,M005,2024-06-30,17,4. LOANS - NET (sum a:d less e),1879948000.0
28622,M005,2024-06-30,18,     (a) Loans to Clients,2101764237.0
28623,M005,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28624,M005,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28625,M005,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
28626,M005,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,221816237.0
28627,M005,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",33311481.5
28628,M005,2024-06-30,24,"    (a) Property, Plant and Equipment",102854967.5
28629,M005,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),69543486.0
28630,M005,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
28631,M005,2024-06-30,27,    (a) Receivables,0.0
28632,M005,2024-06-30,28,    (b) Prepaid Expenses,0.0
28633,M005,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28634,M005,2024-06-30,30,    (d )Intangible Assets,0.0
28635,M005,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28636,M005,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28637,M005,2024-06-30,33,7. TOTAL ASSETS ,1952627292.93
28638,M005,2024-06-30,34,8. LIABILITIES,0.0
28639,M005,2024-06-30,35,9.  BORROWINGS (sum a:b),1499938563.0
28640,M005,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),1499938563.0
28641,M481,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),3854300.38
28642,M481,2024-06-30,2,    (a) Cash in Hand,3854300.38
28643,M481,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
28644,M481,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
28645,M481,2024-06-30,5,(ii) Agent-Banking Balances,0.0
28646,M481,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
28647,M481,2024-06-30,7,    (d) MNOs Float  Balances,0.0
28648,M481,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
28649,M481,2024-06-30,9,    (a )Treasury Bills,0.0
28650,M481,2024-06-30,10,    (b) Other Government Securities,0.0
28651,M481,2024-06-30,11,    (c) Private Securities,0.0
28652,M481,2024-06-30,12,    (d) Others,0.0
28653,M481,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28654,M481,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28655,M481,2024-06-30,15,    (a) Equity Investment,0.0
28656,M481,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28657,M481,2024-06-30,17,4. LOANS - NET (sum a:d less e),22349777.89
28658,M481,2024-06-30,18,     (a) Loans to Clients,23081761.5
28659,M481,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28660,M481,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28661,M481,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
28662,M481,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,731983.62
28663,M481,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",781521.0
28664,M481,2024-06-30,24,"    (a) Property, Plant and Equipment",5087000.0
28665,M481,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),4305479.0
28666,M481,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
28667,M481,2024-06-30,27,    (a) Receivables,0.0
28668,M481,2024-06-30,28,    (b) Prepaid Expenses,0.0
28669,M481,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28670,M481,2024-06-30,30,    (d )Intangible Assets,0.0
28671,M481,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28672,M481,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28673,M481,2024-06-30,33,7. TOTAL ASSETS ,26985599.27
28674,M481,2024-06-30,34,8. LIABILITIES,0.0
28675,M481,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
28676,M481,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28677,M481,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28678,M481,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28679,M481,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28680,M481,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28681,M481,2024-06-30,41,          (v) Other Borrowings,0.0
28682,M481,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
28683,M481,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28684,M481,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28685,M481,2024-06-30,45,           (iii) Other Borrowings,0.0
28686,M481,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28687,M481,2024-06-30,47,11.TAX PAYABLES,0.0
28688,M481,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28689,M481,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,4290026.0
28690,M481,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),4290026.0
28691,M481,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),22695573.02
28692,M481,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
28693,M481,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28694,M481,2024-06-30,54,    (c) Capital Grants,0.0
28695,M481,2024-06-30,55, (d) Donations,0.0
28696,M481,2024-06-30,56,    (e) Share Premium,0.0
28697,M481,2024-06-30,57,    (f) General Reserves,0.0
28698,M481,2024-06-30,58,    (g) Retained Earnings,2139580.02
28699,M481,2024-06-30,59,    (h) Profit/Loss,555993.0
28700,M481,2024-06-30,60,    (i) Other Reserves,0.0
28701,M481,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),26985599.02
28702,M654,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),11732848.62
28703,M654,2024-06-30,2,    (a) Cash in Hand,34060.0
28704,M654,2024-06-30,4,(i) Non-Agent Banking  Balances,7868799.79
28705,M654,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
28706,M654,2024-06-30,7,    (d) MNOs Float  Balances,3829988.83
28707,M654,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
28708,M654,2024-06-30,10,    (b) Other Government Securities,0.0
28709,M654,2024-06-30,11,    (c) Private Securities,0.0
28710,M654,2024-06-30,12,    (d) Others,0.0
28711,M654,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28712,M654,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28713,M654,2024-06-30,15,    (a) Equity Investment,0.0
28714,M654,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28715,M654,2024-06-30,17,4. LOANS - NET (sum a:d less e),52788596.49
28716,M654,2024-06-30,18,     (a) Loans to Clients,52658774.11
28717,M654,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28718,M654,2024-06-30,21,     (d) Accrued Interest on Loans ,129822.38
28719,M654,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
28720,M654,2024-06-30,24,"    (a) Property, Plant and Equipment",7192500.0
28721,M654,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),-45540392.49
28722,M654,2024-06-30,28,    (b) Prepaid Expenses,0.0
28723,M654,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28724,M654,2024-06-30,30,    (d )Intangible Assets,0.0
28725,M654,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28726,M654,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),45540392.49
28727,M654,2024-06-30,33,7. TOTAL ASSETS ,26173552.62
28728,M654,2024-06-30,34,8. LIABILITIES,0.0
28729,M654,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
28730,M654,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28731,M654,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28732,M654,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28733,M654,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28734,M654,2024-06-30,41,          (v) Other Borrowings,0.0
28735,M654,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
28736,M654,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28737,M654,2024-06-30,45,           (iii) Other Borrowings,0.0
28738,M654,2024-06-30,47,11.TAX PAYABLES,0.0
28739,M654,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28740,M654,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,1120.0
28741,M654,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),1120.0
28742,M654,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),26172432.51
28743,M654,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,66258000.0
28744,M654,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28745,M654,2024-06-30,54,    (c) Capital Grants,0.0
28746,M654,2024-06-30,55, (d) Donations,0.0
28747,M654,2024-06-30,56,    (e) Share Premium,0.0
28748,M654,2024-06-30,57,    (f) General Reserves,0.0
28749,M654,2024-06-30,58,    (g) Retained Earnings,-41236761.0
28750,M654,2024-06-30,59,    (h) Profit/Loss,1151193.51
28751,M654,2024-06-30,60,    (i) Other Reserves,0.0
28752,M654,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),26173552.51
28753,MF95,2024-06-30,57,    (f) General Reserves,2260000.0
28754,M796,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),7090889.7
28755,M796,2024-06-30,2,    (a) Cash in Hand,7076000.0
28756,M796,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),14889.7
28757,M796,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
28758,M796,2024-06-30,5,(ii) Agent-Banking Balances,14889.7
28759,M796,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
28760,M796,2024-06-30,7,    (d) MNOs Float  Balances,0.0
28761,M796,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
28762,M796,2024-06-30,9,    (a )Treasury Bills,0.0
28763,M796,2024-06-30,10,    (b) Other Government Securities,0.0
28764,M796,2024-06-30,11,    (c) Private Securities,0.0
28765,M796,2024-06-30,12,    (d) Others,0.0
28766,M796,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28767,M796,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28768,M796,2024-06-30,15,    (a) Equity Investment,0.0
28769,M796,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28770,M796,2024-06-30,17,4. LOANS - NET (sum a:d less e),107936052.62
28771,M796,2024-06-30,18,     (a) Loans to Clients,120422485.42
28772,M796,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28773,M796,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28774,M796,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
28775,M796,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,12486432.8
28776,M796,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",431250.0
28777,M796,2024-06-30,24,"    (a) Property, Plant and Equipment",460000.0
28778,M796,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),28750.0
28779,M796,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),12606990.33
28780,M796,2024-06-30,27,    (a) Receivables,12606990.33
28781,M796,2024-06-30,28,    (b) Prepaid Expenses,0.0
28782,M796,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28783,M796,2024-06-30,30,    (d )Intangible Assets,0.0
28784,M796,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28785,M796,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28786,M796,2024-06-30,33,7. TOTAL ASSETS ,128065182.65
28787,M796,2024-06-30,34,8. LIABILITIES,0.0
28788,M796,2024-06-30,35,9.  BORROWINGS (sum a:b),28965610.0
28789,M796,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28790,M796,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28791,M796,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28792,M796,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28793,M796,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28794,M796,2024-06-30,41,          (v) Other Borrowings,0.0
28795,M796,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),28965610.0
28796,M796,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28797,M796,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28798,M796,2024-06-30,45,           (iii) Other Borrowings,28965610.0
28799,M796,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28800,M796,2024-06-30,47,11.TAX PAYABLES,10756797.81
28801,M796,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28802,M796,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
28803,M796,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),39722407.81
28804,M796,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),88342775.04
28805,M796,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,30000000.0
28806,M796,2024-06-30,53,    (b) Paid-up Preference Shares,34500000.0
28807,M796,2024-06-30,54,    (c) Capital Grants,0.0
28808,M796,2024-06-30,55, (d) Donations,0.0
28809,M796,2024-06-30,56,    (e) Share Premium,0.0
28810,M796,2024-06-30,57,    (f) General Reserves,0.0
28811,M796,2024-06-30,58,    (g) Retained Earnings,-1064060.64
28812,M796,2024-06-30,59,    (h) Profit/Loss,24906835.68
28813,M796,2024-06-30,60,    (i) Other Reserves,0.0
28814,M796,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),128065182.86
28815,MF73,2024-06-30,28,    (b) Prepaid Expenses,23506614.85
28816,MF73,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28817,MF73,2024-06-30,30,    (d )Intangible Assets,0.0
28818,MF73,2024-06-30,31,    (e) Miscellaneous Assets,361572059.57
28819,MF73,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),40868127.69
28820,MF73,2024-06-30,33,7. TOTAL ASSETS ,491205144.84
28821,MF73,2024-06-30,34,8. LIABILITIES,0.0
28822,MF73,2024-06-30,35,9.  BORROWINGS (sum a:b),435299353.09
28823,MF73,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28824,MF73,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28825,MF73,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28826,MF73,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28827,MF73,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28828,MF73,2024-06-30,41,          (v) Other Borrowings,0.0
